time,line1,line2,line3,line4,line5,line6,line7
2021/9/21 16:13,56.1,11.58,31.34,50,31.2,35.1,24
2021/9/21 16:18,56,11.57,31.31,50,31.1,35,24
2021/9/21 16:23,56.1,11.57,31.34,50,31,35,24
2021/9/21 16:28,56.1,11.6,31.34,50,31.2,34.8,24
2021/9/21 16:33,56.1,11.58,31.17,50,31.4,35,24
2021/9/21 16:38,56,11.61,31.34,50,31.2,35,24
2021/9/21 16:43,56,11.61,31.34,50,31.2,35,24
2021/9/21 16:48,56,11.58,31.2,50,31.4,34.8,24
2021/9/21 16:53,56,11.59,31.34,50,31.3,35,24
2021/9/21 16:58,56.1,11.62,31.34,50,31.3,34.8,24
2021/9/21 17:03,56,11.58,31.49,50,31.4,34.8,24
2021/9/21 17:08,56.1,11.6,31.49,50,31.4,35,24
2021/9/21 17:13,56.1,11.6,31.31,50,31.5,35,24
2021/9/21 17:18,56.1,11.62,31.49,50,31.5,35,24
2021/9/21 17:23,56.1,11.57,31.34,50,31.1,35,24
2021/9/21 17:28,56.1,11.6,31.34,50,31.8,34.8,24
2021/9/21 17:33,56.1,11.62,31.17,50,31.5,34.8,24
2021/9/21 17:38,56,11.61,31.31,50,31.5,35,24
2021/9/21 17:43,56,11.62,31.49,50,31.5,35,24
2021/9/21 17:48,56.1,11.6,31.34,50,31.5,35,24
2021/9/21 17:53,56.1,11.61,31.49,50,31.6,34.8,24
2021/9/21 17:58,56.1,11.61,31.49,50,31.6,34.8,24
2021/9/21 18:03,56,11.59,31.49,50,31.6,35,24
2021/9/21 18:08,56.1,11.59,31.49,50,31.5,35,24
2021/9/21 18:13,56,11.62,31.49,50,31.7,35,24
2021/9/21 18:18,56.1,11.57,31.49,50,31.7,35,0
2021/9/21 18:23,56,11.59,31.49,50,31.1,35,24
2021/9/21 18:28,56.1,11.63,31.49,50,32,35,0
2021/9/21 18:33,56,11.62,31.63,50,31.5,35,24
2021/9/21 18:38,56.1,11.64,31.63,50,31.7,35,24
2021/9/21 18:43,56.1,11.61,31.49,50,31.6,35,24
2021/9/21 18:48,56,11.64,31.63,50,31.8,35,24
2021/9/21 18:53,56.1,11.65,31.49,50,32.1,35,24
2021/9/21 18:58,56.1,11.64,31.49,50,31.8,35,24
2021/9/21 19:03,56.1,11.64,31.49,50,31.7,35,24
2021/9/21 19:08,56.1,11.62,31.31,50,32.3,35,0
2021/9/21 19:13,56.1,11.65,31.63,50,31.5,35,24
2021/9/21 19:18,56.1,11.62,31.49,50,32.2,35,24
2021/9/21 19:23,56.1,11.62,31.49,50,30.7,35,24
2021/9/21 19:28,56,11.63,31.34,50,32.4,34.8,24
2021/9/21 19:33,56.1,11.6,31.63,50,32.5,35,24
2021/9/21 19:38,56.1,11.61,31.63,50,32.1,35.1,0
2021/9/21 19:43,56,11.62,31.63,50,31.3,35,24
2021/9/21 19:48,56.1,11.65,31.63,50,31.8,35,24
2021/9/21 19:53,56,11.63,31.63,50,32,35,0
2021/9/21 19:58,56.1,11.64,31.63,50,31.8,35,24
2021/9/21 20:03,56.1,11.62,31.63,50,32.3,35,24
2021/9/21 20:08,56.1,11.63,31.63,50,32.4,35,0
2021/9/21 20:13,56,11.63,31.78,50,32,35.1,24
2021/9/21 20:18,56.1,11.65,31.63,50,31.8,35,0
2021/9/21 20:23,56.1,11.63,31.63,50,31.7,35,24
2021/9/21 20:28,56,11.63,31.31,50,32.3,34.8,0
2021/9/21 20:33,56.1,11.63,31.63,50,32,35,24
2021/9/21 20:38,56.1,11.63,31.63,50,31.5,35,24
2021/9/21 20:43,56.1,11.62,31.63,50,32,34.8,24
2021/9/21 20:48,56.1,11.62,31.63,50,32.2,35,24
2021/9/21 20:53,56.1,11.6,31.63,50,31.8,35.1,24
2021/9/21 20:58,56.1,11.6,31.78,50,31.7,35,24
2021/9/21 21:03,56.1,11.63,31.63,50,32,35,24
2021/9/21 21:08,56.1,11.58,31.63,50,32,35,24
2021/9/21 21:13,56.1,11.59,31.63,50,32,35,24
2021/9/21 21:18,56.1,11.65,31.63,50,32,35,24
2021/9/21 21:23,56.1,11.6,31.63,50,31.3,35,24
2021/9/21 21:28,56.1,11.61,31.34,50,32.2,34.8,24
2021/9/21 21:33,56.1,11.63,31.63,50,32.4,35,24
2021/9/21 21:38,56,11.62,31.63,50,32.4,35.1,24
2021/9/21 21:43,56.1,11.6,31.63,50,31.8,35.1,24
2021/9/21 21:48,56.1,11.64,31.63,50,32.3,35,24
2021/9/21 21:53,56.1,11.63,31.78,50,32.5,35.1,24
2021/9/21 21:58,56.1,11.62,31.78,50,31.3,35,24
2021/9/21 22:03,56.1,11.62,31.63,50,32.2,35,24
2021/9/21 22:08,56.1,11.67,31.63,50,32.3,35,24
2021/9/21 22:13,56,11.61,31.63,50,31.7,35,24
2021/9/21 22:18,56.1,11.64,31.63,50,32.2,35,24
2021/9/21 22:23,56,11.62,31.63,50,32,35,24
2021/9/21 22:28,56.1,11.6,31.63,50,31.5,34.8,24
2021/9/21 22:33,56.1,11.61,31.63,50,32.4,34.8,24
2021/9/21 22:38,56.1,11.64,31.78,50,32.1,35.1,24
2021/9/21 22:43,56,11.65,31.78,50,32.3,35.1,24
2021/9/21 22:48,56,11.62,31.63,50,31.8,35,24
2021/9/21 22:53,56.1,11.65,31.63,50,32.1,35,24
2021/9/21 22:58,56,11.66,31.46,50,32.1,35,24
2021/9/21 23:03,56.1,11.6,31.63,50,32,35,0
2021/9/21 23:08,56,11.66,31.63,50,32.3,35,0
2021/9/21 23:13,56.1,11.62,31.78,50,32,35,0
2021/9/21 23:18,56,11.63,31.63,50,31.8,35,24
2021/9/21 23:23,56.1,11.62,31.49,50,31.8,35,0
2021/9/21 23:28,56.1,11.61,31.49,50,32,34.8,0
2021/9/21 23:33,56,11.64,31.63,50,32.2,34.8,0
2021/9/21 23:38,56.1,11.65,31.63,50,32.2,35.1,24
2021/9/21 23:43,56.1,11.62,31.78,50,32.2,35,24
2021/9/21 23:48,56.1,11.62,31.63,50,32.2,35,0
2021/9/21 23:53,56,11.62,31.63,50,32.1,35,0
2021/9/21 23:58,56,11.62,31.78,50,31.7,35,4
2021/9/22 0:03,56,11.62,31.63,50,32.1,35,24
2021/9/22 0:08,56.1,11.67,31.63,50,31.5,35,12
2021/9/22 0:13,56.1,11.6,31.78,50,31.7,35,24
2021/9/22 0:18,56,11.6,31.78,50,32.2,35,24
2021/9/22 0:23,56,11.63,31.63,50,31.6,35,0
2021/9/22 0:28,56.1,11.61,31.63,50,31,34.8,24
2021/9/22 0:33,56.1,11.62,31.63,50,32.2,34.8,24
2021/9/22 0:38,56.1,11.61,31.63,50,32.3,35,24
2021/9/22 0:43,56,11.58,31.78,50,32.2,35.1,0
2021/9/22 0:48,56,11.63,31.78,50,31.8,35.1,0
2021/9/22 0:53,56.1,11.62,31.78,50,32.2,35,0
2021/9/22 0:58,56.1,11.63,31.78,50,31.8,35,0
2021/9/22 1:03,56.1,11.64,31.78,50,32.1,35,24
2021/9/22 1:08,56,11.61,31.78,50,32.1,35,24
2021/9/22 1:13,56.1,11.56,31.78,50,31.8,35,24
2021/9/22 1:18,56.1,11.58,31.78,50,31.6,35,24
2021/9/22 1:23,56,11.57,31.78,50,32,35,24
2021/9/22 1:28,56.1,11.57,31.49,50,30.8,34.8,24
2021/9/22 1:33,56.1,11.57,31.63,50,32.5,34.8,24
2021/9/22 1:38,56,11.58,31.78,50,32.5,35,24
2021/9/22 1:43,56.1,11.59,31.78,50,32.5,35.1,24
2021/9/22 1:48,56,11.61,31.78,50,31.7,35.1,0
2021/9/22 1:53,56,11.59,31.78,50,32.2,35,24
2021/9/22 1:58,56,11.6,31.78,50,31.8,35.1,24
2021/9/22 2:03,56.1,11.61,31.78,50,32.2,35,24
2021/9/22 2:08,56.1,11.62,31.78,50,31.8,35,24
2021/9/22 2:13,56,11.62,31.63,50,32.1,35,24
2021/9/22 2:18,56,11.62,31.78,50,32.3,35,24
2021/9/22 2:23,56.1,11.59,31.78,50,32.4,35,24
2021/9/22 2:28,56,11.57,31.63,50,31,35,24
2021/9/22 2:33,56.1,11.6,31.63,50,32.6,34.8,8
2021/9/22 2:38,56.1,11.62,31.78,50,32.4,35,24
2021/9/22 2:43,56.1,11.58,31.78,50,32.6,35.1,24
2021/9/22 2:48,56.1,11.58,31.78,50,32,35,0
2021/9/22 2:53,56.1,11.63,31.78,50,32,35,24
2021/9/22 2:58,56.1,11.62,31.92,50,32.1,35,0
2021/9/22 3:03,56.1,11.57,31.78,50,32.4,35,24
2021/9/22 3:08,56.1,11.58,31.78,50,32,35.1,24
2021/9/22 3:13,56,11.59,31.78,50,32.1,34.8,0
2021/9/22 3:18,56.1,11.62,31.78,50,32.7,35,24
2021/9/22 3:23,56.1,11.59,31.78,50,32,35,24
2021/9/22 3:28,56,11.56,31.78,50,31.6,35,24
2021/9/22 3:33,56.1,11.57,31.78,50,32.5,34.8,24
2021/9/22 3:38,56,11.57,31.78,50,32.3,35,24
2021/9/22 3:43,56.1,11.55,31.92,50,32.2,35,24
2021/9/22 3:48,56.1,11.53,31.92,50,32.3,35.1,24
2021/9/22 3:53,56.1,11.57,31.92,50,32.8,35.1,24
2021/9/22 3:58,56,11.52,31.78,50,32.1,35.1,24
2021/9/22 4:03,56.1,11.54,31.78,50,32.3,35,0
2021/9/22 4:08,56.1,11.57,31.78,50,32,35,0
2021/9/22 4:13,56.1,11.56,31.92,50,32.7,35,24
2021/9/22 4:18,56.1,11.54,31.92,50,32.3,35,24
2021/9/22 4:23,56.1,11.56,31.78,50,32.2,35,4
2021/9/22 4:28,56,11.54,31.78,50,31.6,35,24
2021/9/22 4:33,56,11.57,31.63,50,32,34.8,24
2021/9/22 4:38,56.1,11.58,31.63,50,32.4,35,24
2021/9/22 4:43,56.1,11.52,31.78,50,32.1,35,0
2021/9/22 4:53,0,0,0,0,0,0,0
2021/9/22 4:58,0,0,0,0,0,0,0
2021/9/22 5:03,0,0,0,0,0,0,0
2021/9/22 5:08,0,0,0,0,0,0,0
2021/9/22 5:13,0,0,0,0,0,0,0
2021/9/22 5:18,0,0,0,0,0,0,0
2021/9/22 5:23,0,0,0,0,0,0,0
2021/9/22 5:28,0,0,0,0,0,0,0
2021/9/22 5:33,0,0,0,0,0,0,0
2021/9/22 5:38,0,0,0,0,0,0,0
2021/9/22 5:43,0,0,0,0,0,0,0
2021/9/22 5:48,0,0,0,0,0,0,0
2021/9/22 5:53,0,0,0,0,0,0,0
2021/9/22 5:58,0,0,0,0,0,0,0
2021/9/22 6:03,0,0,0,0,0,0,0
2021/9/22 6:08,0,0,0,0,0,0,0
2021/9/22 6:13,0,0,0,0,0,0,0
2021/9/22 6:18,0,0,0,0,0,0,0
2021/9/22 6:23,0,0,0,0,0,0,0
2021/9/22 6:28,0,0,0,0,0,0,0
2021/9/22 6:33,0,0,0,0,0,0,0
2021/9/22 6:38,0,0,0,0,0,0,0
2021/9/22 6:43,0,0,0,0,0,0,0
2021/9/22 6:48,0,0,0,0,0,0,0
2021/9/22 6:53,0,0,0,0,0,0,0
2021/9/22 6:58,0,0,0,0,0,0,0
2021/9/22 7:03,0,0,0,0,0,0,0
2021/9/22 7:08,0,0,0,0,0,0,0
2021/9/22 7:13,0,0,0,0,0,0,0
2021/9/22 7:18,0,0,0,0,0,0,0
2021/9/22 7:23,0,0,0,0,0,0,0
2021/9/22 7:28,0,0,0,0,0,0,0
2021/9/22 7:33,0,0,0,0,0,0,0
2021/9/22 7:38,0,0,0,0,0,0,0
2021/9/22 7:43,0,0,0,0,0,0,0
2021/9/22 7:48,0,0,0,0,0,0,0
2021/9/22 7:53,0,0,0,0,0,0,0
2021/9/22 7:58,0,0,0,0,0,0,0
2021/9/22 8:03,0,0,0,0,0,0,0
2021/9/22 8:08,0,0,0,0,0,0,0
2021/9/22 8:13,0,0,0,0,0,0,0
2021/9/22 8:18,0,0,0,0,0,0,0
2021/9/22 8:23,0,0,0,0,0,0,0
2021/9/22 8:28,0,0,0,0,0,0,0
2021/9/22 8:33,0,0,0,0,0,0,0
2021/9/22 8:38,0,0,0,0,0,0,0
2021/9/22 8:43,0,0,0,0,0,0,0
2021/9/22 8:48,0,0,0,0,0,0,0
2021/9/22 8:53,0,0,0,0,0,0,0
2021/9/22 8:58,0,0,0,0,0,0,0
2021/9/22 9:03,0,0,0,0,0,0,0
2021/9/22 9:08,0,0,0,0,0,0,0
2021/9/22 9:13,0,0,0,0,0,0,0
2021/9/22 9:18,0,0,0,0,0,0,0
2021/9/22 9:23,0,0,0,0,0,0,0
2021/9/22 9:28,0,0,0,0,0,0,0
2021/9/22 9:33,0,0,0,0,0,0,0
2021/9/22 9:43,56.1,11.58,31.63,50,29.6,35.5,36
2021/9/22 9:48,56.1,11.55,31.63,50,30,35.3,36
2021/9/22 9:53,56.1,11.57,31.34,50,29.5,35.2,28
2021/9/22 9:58,56.1,11.57,30.91,50,28.8,34.8,28
2021/9/22 10:03,56.1,11.54,30.76,50,29.4,34.7,28
2021/9/22 10:08,56.1,11.51,30.62,50,29.3,34.8,40
2021/9/22 10:13,56.1,11.61,31.05,50,29.2,35.2,36
2021/9/22 10:18,56.1,11.52,31.63,50,29.5,35.4,36
2021/9/22 10:23,56.1,11.57,31.92,50,29.5,35.6,32
2021/9/22 10:28,56.1,11.77,32.64,50,29.8,35.8,36
2021/9/22 10:33,56.1,11.84,33.22,50,30.5,36.2,32
2021/9/22 10:38,56.1,11.85,33.8,50,30.8,36.6,36
2021/9/22 10:43,56.1,11.88,33.93,50,30.4,36.7,32
2021/9/22 10:48,56.1,11.87,33.8,50,30.4,36.5,28
2021/9/22 10:53,56.1,11.86,33.66,50,30.4,36.3,32
2021/9/22 10:58,56.1,11.86,33.5,50,30.2,36.2,28
2021/9/22 11:03,56,11.85,33.08,50,29.8,35.8,28
2021/9/22 11:08,56.1,11.87,32.64,50,30.1,35.5,28
2021/9/22 11:13,56.1,11.86,32.07,50,29.6,35.3,40
2021/9/22 11:18,56.1,11.83,31.92,50,28.8,35.3,28
2021/9/22 11:23,56,11.79,31.92,50,29.1,35.3,32
2021/9/22 11:28,56.1,11.79,32.07,50,29.2,35.2,28
2021/9/22 11:33,56,11.79,31.78,50,28.8,35,32
2021/9/22 11:38,56.1,11.79,31.49,50,29,34.8,40
2021/9/22 11:43,56,11.78,31.34,50,28.7,34.7,28
2021/9/22 11:48,56.1,11.75,31.02,50,28.8,34.7,32
2021/9/22 11:53,56,11.75,31.34,50,29,34.8,32
2021/9/22 11:58,56.1,11.78,31.2,50,29,34.8,32
2021/9/22 12:03,56,11.74,31.2,50,29,34.8,32
2021/9/22 12:08,56.1,11.77,31.34,50,28.8,35,32
2021/9/22 12:13,56,11.79,31.2,50,28.8,34.8,32
2021/9/22 12:18,56.1,11.83,31.2,50,29,35,32
2021/9/22 12:23,56.1,11.8,30.91,50,29,34.8,28
2021/9/22 12:28,56.1,11.82,31.2,50,29.2,34.8,28
2021/9/22 12:33,56,11.76,31.05,50,29.3,34.7,32
2021/9/22 12:38,56,11.79,31.2,50,29.4,34.7,28
2021/9/22 12:43,56.1,11.75,30.91,50,29.6,34.7,28
2021/9/22 12:48,56,11.83,30.91,50,29.8,34.7,28
2021/9/22 12:53,56.1,11.81,30.73,50,30,34.7,28
2021/9/22 12:58,56,11.81,30.91,50,30,34.8,28
2021/9/22 13:03,56.1,11.82,30.91,50,30,34.8,28
2021/9/22 13:08,56.1,11.79,31.05,50,30.2,34.8,24
2021/9/22 13:13,56.1,11.81,30.91,50,30.3,34.8,28
2021/9/22 13:18,56.1,11.81,30.91,50,30.5,34.8,24
2021/9/22 13:23,56.1,11.82,31.05,50,30.6,34.8,24
2021/9/22 13:28,56,11.82,31.2,50,30.4,35,24
2021/9/22 13:33,56.1,11.81,31.34,50,30.4,35,24
2021/9/22 13:38,56,11.82,31.34,50,30.4,35,32
2021/9/22 13:40,56.1,11.83,31.34,50,30.5,35,24
2021/9/22 13:58,56.1,11.54,30.91,50,31.2,35,28
2021/9/22 14:02,56.1,11.57,31.05,50,30.5,35,24
2021/9/22 14:13,56.1,11.57,30.91,50,30.7,35,24
2021/9/22 14:13,56.1,11.57,30.91,50,30.7,35,24
2021/9/22 14:14,56.1,11.56,30.91,50,30.7,35,24
2021/9/22 14:14,56.1,11.58,30.91,50,30.7,35,28
2021/9/22 14:14,56.1,11.6,30.91,50,30.7,35,28
2021/9/22 14:14,56,11.56,30.91,50,30.8,35,28
2021/9/22 14:14,56,11.56,30.91,50,30.8,35,28
2021/9/22 14:14,56.1,11.56,30.91,50,30.8,35,24
2021/9/22 14:15,56.1,11.53,30.91,50,30.8,35,24
2021/9/22 14:15,56.1,11.54,30.91,50,30.8,35,24
2021/9/22 14:15,56.1,11.54,31.05,50,30.7,35,24
2021/9/22 14:15,56.1,11.54,30.91,50,30.6,35,24
2021/9/22 14:15,56,11.55,30.91,50,30.6,35,24
2021/9/22 14:16,56.1,11.57,30.91,50,30.6,35,28
2021/9/22 14:16,56.1,11.57,30.91,50,30.7,35,28
2021/9/22 14:16,56.1,11.57,30.91,50,30.8,34.8,24
2021/9/22 14:16,56.1,11.59,30.91,50,30.8,35,24
2021/9/22 14:16,56.1,11.53,30.91,50,31,35,24
2021/9/22 14:16,56.1,11.57,30.91,50,31,35,24
2021/9/22 14:17,56.1,11.57,30.91,50,31,35,24
2021/9/22 14:17,56.1,11.58,30.91,50,30.8,34.8,24
2021/9/22 14:17,56.1,11.6,30.91,50,31,35,24
2021/9/22 14:17,56.1,11.56,30.91,50,31,35,24
2021/9/22 14:17,56.1,11.59,30.91,50,31,35,24
2021/9/22 14:17,56.1,11.59,30.91,50,30.8,35,24
2021/9/22 14:24,56.1,11.53,30.91,50,30.6,35,28
2021/9/22 14:24,56.1,11.56,30.91,50,30.6,35,24
2021/9/22 14:24,56.1,11.53,30.91,50,30.5,35,24
2021/9/22 14:24,56.1,11.58,30.91,50,30.5,35,24
2021/9/22 14:24,56.1,11.52,30.91,50,30.5,35,28
2021/9/22 14:25,56.1,11.56,30.91,50,30.6,35,28
2021/9/22 14:25,56.1,11.57,30.91,50,30.5,35,24
2021/9/22 14:25,56,11.56,30.91,50,30.6,35,24
2021/9/22 14:25,56.1,11.54,30.91,50,30.6,35,24
2021/9/22 14:31,56.1,11.58,31.05,50,31.4,35.1,28
2021/9/22 14:31,56,11.6,30.91,50,31.4,35,28
2021/9/22 14:31,56.1,11.58,31.05,50,31.3,35.1,28
2021/9/22 14:32,56,11.58,30.91,50,31.2,35.1,28
2021/9/22 14:32,56.1,11.56,30.91,50,31.1,35.1,28
2021/9/22 14:34,56.1,11.56,30.91,50,30.3,35.1,24
2021/9/22 14:34,56.1,11.55,30.91,50,30.3,35,24
2021/9/22 14:34,56.1,11.6,30.91,50,30.3,35.1,24
2021/9/22 14:34,56.1,11.55,30.91,50,30.4,35,28
2021/9/22 14:35,56.1,11.58,30.91,50,30.4,35.1,28
2021/9/22 14:35,56.1,11.52,30.91,50,30.5,35,28
2021/9/22 14:43,56.1,11.54,30.91,50,30.8,35,28
2021/9/22 14:43,56.1,11.57,30.91,50,30.8,35,28
2021/9/22 14:43,56.1,11.55,30.91,50,30.8,35,28
2021/9/22 14:43,56.1,11.57,31.05,50,30.8,35,28
2021/9/22 14:44,56.1,11.55,30.91,50,30.8,35,24
2021/9/22 14:44,56.1,11.58,30.91,50,30.8,35,24
2021/9/22 14:46,56,11.56,31.05,50,30.7,35,24
2021/9/22 14:47,56.1,11.57,30.91,50,30.7,35,24
2021/9/22 14:47,56.1,11.56,30.91,50,30.7,35,24
2021/9/22 14:47,56.1,11.58,30.91,50,30.7,35,24
2021/9/22 14:47,56.1,11.56,30.91,50,30.7,35,28
2021/9/22 14:48,56,11.53,30.91,50,30.7,35,28
2021/9/22 14:48,56.1,11.56,30.91,50,30.7,35,24
2021/9/22 14:48,56.1,11.58,30.91,50,30.7,35,24
2021/9/22 14:48,56.1,11.59,30.91,50,30.7,35,24
2021/9/22 14:48,56.1,11.59,30.91,50,30.7,35,24
2021/9/22 15:12,56.1,11.58,31.05,50,30.8,35,24
2021/9/22 15:12,56.1,11.56,31.05,50,30.8,35,24
2021/9/22 15:12,56.1,11.57,31.05,50,30.8,35,24
2021/9/22 15:12,56.1,11.54,31.05,50,30.8,35,24
2021/9/22 15:12,56.1,11.55,31.05,50,30.8,35,24
2021/9/22 15:13,56.1,11.56,31.05,50,30.8,35,24
2021/9/22 15:13,56.1,11.58,31.05,50,30.8,35,24
2021/9/22 15:13,56.1,11.54,31.05,50,30.8,35,24
2021/9/22 15:13,56,11.61,31.05,50,30.8,35,28
2021/9/22 15:14,56.1,11.58,31.05,50,30.8,35,24
2021/9/22 15:14,56.1,11.56,31.05,50,30.8,35,24
2021/9/22 15:14,56,11.57,31.05,50,30.8,35,24
2021/9/22 15:14,56.1,11.57,30.73,50,30.8,35,24
2021/9/22 15:14,56.1,11.56,30.73,50,30.8,35,24
2021/9/22 15:15,56.1,11.54,30.73,50,30.8,35,24
2021/9/22 15:15,56.1,11.55,31.05,50,30.8,35,24
2021/9/22 15:15,56.1,11.55,30.91,50,30.8,35,24
2021/9/22 15:23,56,11.52,31.05,50,30.7,35,24
2021/9/22 15:23,56.1,11.57,30.91,50,30.7,35,24
2021/9/22 15:24,56.1,11.56,30.91,50,30.7,35,24
2021/9/22 15:24,56.1,11.55,30.91,50,30.7,35,28
2021/9/22 15:24,56.1,11.52,31.05,50,30.7,35,28
2021/9/22 15:24,56,11.55,30.91,50,30.8,35,24
2021/9/22 15:24,56.1,11.54,30.91,50,30.8,35,24
2021/9/22 15:34,56.1,11.53,31.05,50,31.2,35,24
2021/9/22 15:34,56.1,11.54,31.05,50,31.2,34.8,24
2021/9/22 15:35,56,11.55,31.05,50,31.3,35,24
2021/9/22 15:35,56.1,11.52,31.05,50,31.3,35,24
2021/9/22 15:35,56,11.55,31.05,50,31.3,34.8,24
2021/9/22 15:35,56.1,11.54,31.05,50,31.3,34.8,24
2021/9/22 15:36,56.1,11.53,31.05,50,31.3,34.8,24
2021/9/22 15:36,56.1,11.52,31.05,50,31.3,35,24
2021/9/22 15:36,56.1,11.54,31.05,50,31.3,34.8,24
2021/9/22 15:36,56.1,11.55,31.05,50,31.4,34.8,24
2021/9/22 15:36,56.1,11.53,31.05,50,31.4,35,24
2021/9/22 15:37,56.1,11.53,31.05,50,31.4,34.8,24
2021/9/22 15:37,56.1,11.52,31.05,50,31.4,35,24
2021/9/22 15:41,56.1,11.54,31.05,50,31.1,35,24
